county,todays_date,previous_days_covid_confirmed_patients,previous_days_suspected_covid_patients,previous_days_conversion_covid_patients,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Colusa,2020-04-26,,,,1.0,1.0,2.0,80.0,1.0,1.0,4.0
Tulare,2020-04-26,,,,3.0,0.0,3.0,226.0,3.0,0.0,7.0
Placer,2020-04-26,,,,4.0,21.0,25.0,340.0,1.0,5.0,101.0
Solano,2020-04-26,,,,8.0,14.0,22.0,592.0,3.0,1.0,62.0
Marin,2020-04-26,,,,3.0,7.0,10.0,358.0,2.0,3.0,19.0
Alameda,2020-04-26,,,,77.0,43.0,120.0,1333.0,37.0,5.0,188.0
San Diego,2020-04-27,,,,277.0,59.0,336.0,5544.0,115.0,15.0,377.0
Santa Barbara,2020-04-24,,,,21.0,11.0,32.0,717.0,12.0,5.0,80.0
El Dorado,2020-04-24,,,,0.0,7.0,7.0,173.0,0.0,3.0,12.0
Trinity,2020-04-24,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Monterey,2020-04-24,,,,5.0,8.0,13.0,875.0,4.0,1.0,112.0
Nevada,2020-04-24,,,,1.0,4.0,5.0,116.0,0.0,2.0,6.0
Yuba,2020-04-24,,,,0.0,2.0,2.0,445.0,0.0,2.0,10.0
Kings,2020-04-24,,,,9.0,0.0,9.0,192.0,2.0,0.0,4.0
Lassen,2020-04-24,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Calaveras,2020-04-25,,,,0.0,1.0,1.0,50.0,0.0,0.0,11.0
Madera,2020-04-25,,,,0.0,2.0,2.0,568.0,0.0,1.0,20.0
Ventura,2020-04-25,,,,23.0,22.0,45.0,1094.0,6.0,8.0,26.0
Monterey,2020-04-25,,,,5.0,9.0,14.0,875.0,3.0,0.0,111.0
Napa,2020-04-25,,,,0.0,1.0,1.0,187.0,0.0,1.0,0.0
Kern,2020-04-25,,,,29.0,17.0,46.0,1604.0,22.0,3.0,56.0
Lassen,2020-04-25,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Siskiyou,2020-04-25,,,,0.0,1.0,1.0,31.0,0.0,0.0,4.0
Trinity,2020-04-25,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Nevada,2020-04-25,,,,1.0,3.0,4.0,110.0,0.0,2.0,2.0
Madera,2020-04-26,,,,0.0,1.0,1.0,568.0,0.0,0.0,20.0
Calaveras,2020-04-26,,,,0.0,0.0,0.0,50.0,0.0,0.0,11.0
El Dorado,2020-04-26,,,,1.0,8.0,9.0,155.0,0.0,3.0,7.0
Kern,2020-04-26,,,,29.0,14.0,43.0,1595.0,23.0,0.0,50.0
Modoc,2020-04-26,,,,0.0,0.0,0.0,12.0,0.0,0.0,
Merced,2020-04-18,,,,0.0,3.0,,,0.0,0.0,4.0
Plumas,2020-04-18,,,,0.0,1.0,,,0.0,0.0,
Riverside,2020-04-24,,,,223.0,120.0,343.0,3524.0,82.0,26.0,222.0
Humboldt,2020-04-24,,,,1.0,4.0,5.0,307.0,0.0,1.0,8.0
Humboldt,2020-04-25,,,,0.0,3.0,3.0,308.0,0.0,0.0,4.0
Amador,2020-04-26,,,,0.0,0.0,0.0,,0.0,0.0,6.0
Lake,2020-04-26,,,,0.0,1.0,1.0,58.0,0.0,0.0,5.0
Sutter,2020-04-26,,,,0.0,0.0,0.0,,0.0,0.0,
Napa,2020-04-26,,,,1.0,0.0,1.0,387.0,1.0,0.0,8.0
Mono,2020-04-26,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Placer,2020-04-27,,,,5.0,17.0,22.0,340.0,1.0,3.0,111.0
Stanislaus,2020-04-27,,,,30.0,36.0,66.0,1573.0,8.0,8.0,90.0
Fresno,2020-04-27,,,,39.0,52.0,91.0,2013.0,17.0,3.0,89.0
Merced,2020-04-27,,,,1.0,3.0,4.0,206.0,0.0,0.0,7.0
Orange,2020-04-27,,,,189.0,113.0,302.0,5370.0,76.0,23.0,370.0
Los Angeles,2020-04-27,,,,1940.0,607.0,2547.0,19769.0,592.0,117.0,1209.0
Napa,2020-04-27,,,,1.0,0.0,1.0,387.0,1.0,0.0,8.0
Del Norte,2020-04-27,,,,0.0,5.0,5.0,,0.0,2.0,5.0
Marin,2020-04-27,,,,2.0,6.0,8.0,358.0,1.0,0.0,26.0
Alameda,2020-04-27,,,,61.0,35.0,96.0,1748.0,29.0,8.0,173.0
Santa Clara,2020-04-28,,,,116.0,34.0,150.0,3331.0,51.0,5.0,197.0
Los Angeles,2020-04-28,,,,1921.0,551.0,2472.0,19270.0,591.0,126.0,1178.0
Tulare,2020-04-27,,,,29.0,0.0,329.0,898.0,7.0,0.0,27.0
San Mateo,2020-04-27,,,,52.0,28.0,80.0,790.0,16.0,4.0,62.0
Modoc,2020-04-27,,,,0.0,0.0,0.0,12.0,0.0,0.0,
Plumas,2020-04-27,,,,0.0,0.0,0.0,9.0,0.0,0.0,
Sutter,2020-04-27,,,,0.0,0.0,0.0,,0.0,0.0,
Amador,2020-04-28,,,,0.0,0.0,0.0,,0.0,0.0,4.0
San Joaquin,2020-04-28,,,,24.0,16.0,40.0,1146.0,10.0,6.0,25.0
Stanislaus,2020-04-28,,,,31.0,30.0,61.0,1573.0,7.0,2.0,92.0
Fresno,2020-04-28,,,,39.0,44.0,83.0,2007.0,14.0,7.0,87.0
Napa,2020-04-28,,,,1.0,0.0,1.0,387.0,0.0,0.0,5.0
Alameda,2020-04-28,,,,76.0,64.0,140.0,1748.0,37.0,13.0,148.0
Contra Costa,2020-04-28,,,,27.0,43.0,70.0,1485.0,11.0,12.0,137.0
San Mateo,2020-04-28,,,,50.0,13.0,63.0,790.0,17.0,0.0,49.0
Modoc,2020-04-28,,,,0.0,1.0,1.0,12.0,0.0,0.0,
Plumas,2020-04-28,,,,0.0,0.0,0.0,9.0,0.0,0.0,
Mono,2020-04-28,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Santa Clara,2020-04-29,,,,110.0,34.0,144.0,3331.0,46.0,2.0,198.0
San Francisco,2020-04-29,,,,58.0,24.0,82.0,1427.0,23.0,6.0,96.0
Los Angeles,2020-04-29,,,,1882.0,576.0,2458.0,19501.0,583.0,95.0,1122.0
Amador,2020-04-29,,,,0.0,0.0,0.0,,0.0,0.0,4.0
Placer,2020-04-29,,,,5.0,28.0,33.0,340.0,1.0,3.0,80.0
Stanislaus,2020-04-29,,,,35.0,26.0,61.0,1573.0,4.0,5.0,97.0
Fresno,2020-04-29,,,,34.0,43.0,77.0,1450.0,16.0,5.0,83.0
Napa,2020-04-29,,,,1.0,0.0,1.0,387.0,0.0,0.0,6.0
Humboldt,2020-04-29,,,,1.0,5.0,6.0,305.0,0.0,3.0,7.0
Del Norte,2020-04-29,,,,0.0,3.0,3.0,,0.0,1.0,2.0
Marin,2020-04-29,,,,0.0,6.0,6.0,358.0,0.0,1.0,22.0
Alameda,2020-04-29,,,,53.0,50.0,103.0,1331.0,21.0,12.0,155.0
Butte,2020-04-29,,,,0.0,2.0,2.0,424.0,0.0,1.0,20.0
Glenn,2020-04-29,,,,0.0,0.0,0.0,,0.0,0.0,
Modoc,2020-04-29,,,,0.0,0.0,0.0,24.0,0.0,0.0,
Plumas,2020-04-29,,,,0.0,0.0,0.0,39.0,0.0,0.0,
Siskiyou,2020-04-29,,,,0.0,3.0,3.0,65.0,0.0,1.0,2.0
Colusa,2020-04-29,,,,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Mono,2020-04-29,,,,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Amador,2020-04-30,,,,0.0,0.0,0.0,,0.0,0.0,4.0
Placer,2020-04-30,,,,4.0,28.0,32.0,340.0,1.0,4.0,82.0
San Joaquin,2020-04-30,,,,17.0,24.0,41.0,1146.0,8.0,4.0,30.0
Stanislaus,2020-04-30,,,,35.0,27.0,62.0,1453.0,3.0,5.0,100.0
Fresno,2020-04-30,,,,41.0,37.0,78.0,1997.0,15.0,4.0,83.0
Merced,2020-04-30,,,,3.0,2.0,5.0,206.0,1.0,0.0,5.0
Santa Clara,2020-04-30,,,,104.0,37.0,141.0,3331.0,45.0,3.0,191.0
San Diego,2020-04-30,,,,283.0,81.0,364.0,4933.0,122.0,19.0,357.0
Napa,2020-04-30,,,,1.0,0.0,1.0,387.0,0.0,0.0,7.0
Humboldt,2020-04-30,,,,0.0,7.0,7.0,305.0,0.0,2.0,8.0
Marin,2020-04-30,,,,0.0,3.0,3.0,358.0,0.0,0.0,19.0
Kern,2020-04-30,,,,29.0,25.0,54.0,1385.0,20.0,0.0,49.0
San Francisco,2020-04-30,,,,85.0,11.0,96.0,1887.0,32.0,1.0,100.0
Modoc,2020-04-30,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Plumas,2020-04-30,,,,0.0,0.0,0.0,39.0,0.0,0.0,
Mono,2020-04-30,,,,0.0,0.0,0.0,17.0,0.0,0.0,1.0
San Bernardino,2020-04-30,,,,158.0,100.0,258.0,3738.0,58.0,17.0,184.0
Placer,2020-05-01,,,,5.0,15.0,20.0,340.0,2.0,2.0,80.0
Stanislaus,2020-05-01,,,,35.0,19.0,54.0,1573.0,2.0,3.0,86.0
Mariposa,2020-05-01,,,,0.0,2.0,2.0,30.0,0.0,0.0,
Orange,2020-05-01,,,,218.0,101.0,319.0,4725.0,62.0,23.0,374.0
Los Angeles,2020-05-01,,,,1870.0,502.0,2372.0,17896.0,601.0,97.0,1164.0
San Diego,2020-05-01,,,,290.0,60.0,350.0,4932.0,123.0,11.0,365.0
Humboldt,2020-05-01,,,,0.0,5.0,5.0,305.0,0.0,0.0,7.0
Del Norte,2020-05-01,,,,0.0,0.0,0.0,,0.0,0.0,3.0
Kern,2020-05-01,,,,35.0,13.0,48.0,1717.0,19.0,0.0,47.0
Contra Costa,2020-05-01,,,,21.0,37.0,58.0,1485.0,8.0,7.0,143.0
San Mateo,2020-05-01,,,,48.0,12.0,60.0,790.0,15.0,3.0,49.0
Butte,2020-05-01,,,,0.0,1.0,1.0,424.0,0.0,1.0,20.0
Modoc,2020-05-01,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Sutter,2020-05-01,,,,0.0,0.0,0.0,,0.0,0.0,
Yolo,2020-05-02,,,,0.0,0.0,0.0,130.0,0.0,0.0,11.0
Stanislaus,2020-05-02,,,,36.0,30.0,66.0,1403.0,1.0,7.0,87.0
Mariposa,2020-05-02,,,,0.0,0.0,0.0,30.0,0.0,0.0,
San Diego,2020-05-02,,,,289.0,67.0,356.0,5513.0,123.0,18.0,367.0
Sonoma,2020-05-02,,,,3.0,13.0,16.0,689.0,2.0,0.0,31.0
Marin,2020-05-02,,,,0.0,11.0,11.0,176.0,0.0,0.0,14.0
Alameda,2020-05-02,,,,67.0,52.0,119.0,1255.0,28.0,3.0,161.0
Contra Costa,2020-05-02,,,,20.0,45.0,65.0,1485.0,9.0,8.0,139.0
San Francisco,2020-05-02,,,,81.0,27.0,108.0,1915.0,29.0,7.0,101.0
San Mateo,2020-05-02,,,,48.0,13.0,61.0,790.0,16.0,1.0,51.0
Shasta,2020-05-02,,,,0.0,0.0,0.0,635.0,0.0,0.0,13.0
Modoc,2020-05-02,,,,0.0,0.0,0.0,41.0,0.0,0.0,
Plumas,2020-05-02,,,,0.0,0.0,0.0,39.0,0.0,0.0,
Siskiyou,2020-05-02,,,,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Colusa,2020-05-02,,,,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Shasta,2020-04-27,,,,1.0,1.0,2.0,645.0,1.0,0.0,12.0
Santa Cruz,2020-04-30,,,,3.0,0.0,3.0,354.0,2.0,0.0,16.0
Marin,2020-05-01,,,,0.0,5.0,5.0,358.0,0.0,0.0,23.0
Alameda,2020-05-01,,,,75.0,60.0,135.0,1746.0,32.0,13.0,165.0
San Bernardino,2020-05-02,,,,144.0,115.0,259.0,4344.0,55.0,22.0,126.0
San Joaquin,2020-05-03,,,,17.0,18.0,35.0,1146.0,9.0,6.0,22.0
Placer,2020-05-03,,,,7.0,12.0,19.0,340.0,2.0,4.0,84.0
Stanislaus,2020-05-03,,,,33.0,15.0,48.0,1523.0,1.0,7.0,77.0
Mariposa,2020-05-03,,,,0.0,0.0,0.0,30.0,0.0,0.0,
Fresno,2020-05-03,,,,18.0,14.0,32.0,917.0,7.0,2.0,23.0
Orange,2020-05-03,,,,199.0,77.0,276.0,4574.0,63.0,20.0,282.0
San Diego,2020-05-03,,,,276.0,76.0,352.0,5545.0,125.0,20.0,369.0
Solano,2020-05-03,,,,14.0,11.0,25.0,592.0,8.0,1.0,58.0
Sonoma,2020-05-03,,,,2.0,13.0,15.0,689.0,1.0,3.0,33.0
Napa,2020-05-03,,,,0.0,0.0,0.0,387.0,0.0,0.0,4.0
Humboldt,2020-05-03,,,,1.0,2.0,3.0,305.0,0.0,0.0,8.0
Kern,2020-05-03,,,,29.0,12.0,41.0,1624.0,16.0,2.0,86.0
Contra Costa,2020-05-03,,,,20.0,44.0,64.0,1485.0,8.0,7.0,147.0
Plumas,2020-05-03,,,,0.0,2.0,2.0,29.0,0.0,0.0,
Siskiyou,2020-05-03,,,,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Colusa,2020-05-03,,,,1.0,0.0,1.0,80.0,1.0,0.0,5.0
Mono,2020-05-03,,,,0.0,0.0,0.0,17.0,0.0,0.0,1.0
Sacramento,2020-05-04,,,,27.0,23.0,50.0,1284.0,16.0,5.0,131.0
Placer,2020-05-04,,,,11.0,6.0,17.0,340.0,1.0,0.0,88.0
Stanislaus,2020-05-04,,,,34.0,11.0,45.0,875.0,2.0,3.0,90.0
Orange,2020-05-04,,,,214.0,80.0,294.0,5607.0,71.0,17.0,349.0
Los Angeles,2020-05-04,,,,1828.0,541.0,2369.0,21862.0,581.0,95.0,1149.0
San Diego,2020-05-04,,,,300.0,54.0,354.0,5588.0,124.0,11.0,373.0
Mendocino,2020-05-04,,,,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Napa,2020-05-04,,,,0.0,0.0,0.0,387.0,0.0,1.0,5.0
Marin,2020-05-04,,,,1.0,7.0,8.0,350.0,0.0,3.0,21.0
Kern,2020-05-04,,,,36.0,12.0,48.0,1728.0,21.0,2.0,74.0
Contra Costa,2020-05-04,,,,19.0,32.0,51.0,1485.0,7.0,6.0,142.0
Butte,2020-05-04,,,,0.0,1.0,1.0,448.0,0.0,0.0,12.0
Shasta,2020-05-04,,,,0.0,0.0,0.0,667.0,0.0,0.0,12.0
San Bernardino,2020-05-04,,,,131.0,97.0,228.0,2986.0,42.0,11.0,63.0
Riverside,2020-05-04,,,,209.0,105.0,314.0,3721.0,72.0,29.0,181.0
Sonoma,2020-05-05,,,,3.0,13.0,16.0,871.0,0.0,3.0,60.0
Santa Clara,2020-05-05,,,,79.0,34.0,113.0,3273.0,36.0,3.0,220.0
San Joaquin,2020-05-05,,,,18.0,29.0,47.0,1366.0,9.0,8.0,25.0
Orange,2020-05-05,,,,210.0,69.0,279.0,5585.0,70.0,15.0,372.0
Humboldt,2020-05-05,,,,0.0,13.0,13.0,344.0,0.0,2.0,10.0
Riverside,2020-05-05,,,,208.0,125.0,333.0,3847.0,84.0,30.0,181.0
Mono,2020-05-05,,,,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Alameda,2020-05-05,,,,70.0,70.0,140.0,2031.0,25.0,13.0,140.0
Napa,2020-05-05,,,,0.0,2.0,2.0,387.0,0.0,2.0,4.0
Modoc,2020-05-05,,,,0.0,0.0,0.0,41.0,0.0,0.0,
San Diego,2020-05-06,,,,308.0,71.0,379.0,6195.0,120.0,14.0,339.0
Shasta,2020-05-06,,,,0.0,0.0,0.0,667.0,0.0,0.0,12.0
Orange,2020-05-06,,,,216.0,63.0,279.0,5585.0,71.0,14.0,372.0
Sacramento,2020-05-06,,,,27.0,40.0,67.0,2319.0,12.0,7.0,115.0
San Francisco,2020-05-06,,,,76.0,12.0,88.0,2619.0,26.0,4.0,113.0
San Bernardino,2020-05-06,,,,167.0,69.0,236.0,4564.0,51.0,14.0,157.0
Marin,2020-05-06,,,,3.0,14.0,17.0,390.0,2.0,1.0,21.0
Alameda,2020-05-06,,,,78.0,58.0,136.0,2407.0,34.0,9.0,171.0
Napa,2020-05-06,,,,1.0,1.0,2.0,387.0,1.0,0.0,6.0
Humboldt,2020-05-06,,,,1.0,6.0,7.0,344.0,0.0,2.0,6.0
San Joaquin,2020-05-06,,,,17.0,29.0,46.0,1366.0,8.0,9.0,31.0
Santa Cruz,2020-05-06,,,,2.0,1.0,3.0,397.0,0.0,1.0,7.0
Placer,2020-05-05,,,,11.0,13.0,24.0,753.0,2.0,0.0,80.0
Placer,2020-05-06,,,,9.0,21.0,30.0,753.0,3.0,3.0,84.0
Trinity,2020-04-26,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Kings,2020-04-26,,,,9.0,0.0,9.0,199.0,2.0,0.0,6.0
Calaveras,2020-04-27,,,,0.0,1.0,1.0,50.0,0.0,0.0,12.0
Santa Barbara,2020-04-27,,,,26.0,13.0,39.0,717.0,12.0,3.0,82.0
Monterey,2020-04-27,,,,4.0,2.0,6.0,875.0,2.0,1.0,120.0
Lassen,2020-04-27,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Trinity,2020-04-27,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Nevada,2020-04-27,,,,1.0,1.0,2.0,103.0,0.0,1.0,2.0
Inyo,2020-04-27,,,,0.0,0.0,0.0,50.0,0.0,0.0,6.0
El Dorado,2020-04-28,,,,1.0,7.0,8.0,159.0,0.0,2.0,8.0
Calaveras,2020-04-28,,,,0.0,1.0,1.0,50.0,0.0,0.0,12.0
Tuolumne,2020-04-28,,,,0.0,0.0,0.0,151.0,0.0,0.0,1.0
Santa Barbara,2020-04-28,,,,27.0,16.0,43.0,717.0,12.0,4.0,81.0
Imperial,2020-04-28,,,,29.0,4.0,33.0,260.0,12.0,1.0,4.0
Tehama,2020-04-28,,,,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Trinity,2020-04-28,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Yuba,2020-04-28,,,,0.0,2.0,2.0,445.0,0.0,1.0,8.0
Nevada,2020-04-28,,,,1.0,2.0,3.0,102.0,1.0,1.0,4.0
Kings,2020-04-28,,,,9.0,2.0,11.0,199.0,2.0,0.0,8.0
Calaveras,2020-04-29,,,,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Santa Barbara,2020-04-29,,,,14.0,14.0,28.0,433.0,4.0,2.0,63.0
Monterey,2020-04-29,,,,4.0,3.0,7.0,875.0,3.0,0.0,106.0
Tulare,2020-04-29,,,,30.0,0.0,30.0,920.0,5.0,0.0,30.0
Lassen,2020-04-29,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Inyo,2020-04-29,,,,0.0,0.0,0.0,56.0,0.0,0.0,6.0
Madera,2020-04-30,,,,0.0,3.0,3.0,568.0,0.0,0.0,21.0
San Luis Obispo,2020-04-30,,,,3.0,3.0,6.0,526.0,3.0,1.0,30.0
Monterey,2020-04-30,,,,6.0,6.0,12.0,875.0,3.0,3.0,106.0
Imperial,2020-04-30,,,,11.0,0.0,11.0,100.0,8.0,0.0,0.0
Inyo,2020-04-30,,,,0.0,0.0,0.0,56.0,0.0,0.0,6.0
Kings,2020-04-30,,,,10.0,0.0,10.0,199.0,2.0,0.0,3.0
El Dorado,2020-05-01,,,,0.0,2.0,2.0,156.0,0.0,1.0,11.0
Santa Barbara,2020-05-01,,,,28.0,10.0,38.0,717.0,13.0,2.0,77.0
Ventura,2020-05-01,,,,29.0,12.0,41.0,1375.0,10.0,4.0,51.0
San Benito,2020-05-01,,,,1.0,0.0,1.0,25.0,0.0,0.0,1.0
Imperial,2020-05-01,,,,36.0,3.0,39.0,263.0,14.0,1.0,2.0
Lassen,2020-05-01,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Siskiyou,2020-05-01,,,,0.0,0.0,0.0,31.0,0.0,0.0,3.0
Tehama,2020-05-01,,,,0.0,0.0,0.0,106.0,0.0,0.0,3.0
Trinity,2020-05-01,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Yuba,2020-05-01,,,,0.0,0.0,0.0,445.0,0.0,0.0,8.0
Nevada,2020-05-01,,,,0.0,1.0,1.0,105.0,0.0,1.0,6.0
Inyo,2020-05-01,,,,0.0,0.0,0.0,56.0,0.0,0.0,4.0
Calaveras,2020-05-02,,,,0.0,1.0,1.0,50.0,0.0,1.0,11.0
Madera,2020-05-02,,,,0.0,0.0,0.0,568.0,0.0,0.0,20.0
San Luis Obispo,2020-05-02,,,,3.0,10.0,13.0,526.0,1.0,4.0,21.0
Santa Cruz,2020-05-02,,,,1.0,0.0,1.0,248.0,0.0,0.0,11.0
San Benito,2020-05-02,,,,1.0,0.0,1.0,25.0,0.0,0.0,2.0
Imperial,2020-05-02,,,,11.0,0.0,11.0,100.0,8.0,0.0,0.0
Mendocino,2020-05-02,,,,0.0,0.0,0.0,151.0,0.0,0.0,3.0
Lake,2020-05-02,,,,0.0,0.0,0.0,58.0,0.0,0.0,2.0
Del Norte,2020-05-02,,,,0.0,0.0,0.0,,0.0,0.0,4.0
Tulare,2020-05-02,,,,2.0,0.0,2.0,264.0,2.0,0.0,16.0
Tehama,2020-05-02,,,,0.0,0.0,0.0,106.0,0.0,0.0,5.0
Nevada,2020-05-02,,,,0.0,2.0,2.0,118.0,0.0,1.0,6.0
Inyo,2020-05-02,,,,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Sutter,2020-05-02,,,,0.0,0.0,0.0,,0.0,0.0,
Kings,2020-05-02,,,,9.0,1.0,10.0,199.0,2.0,0.0,3.0
Yolo,2020-05-03,,,,0.0,0.0,0.0,130.0,1.0,1.0,9.0
Tuolumne,2020-05-03,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Madera,2020-05-03,,,,0.0,0.0,0.0,568.0,0.0,0.0,19.0
San Luis Obispo,2020-05-03,,,,4.0,5.0,9.0,526.0,1.0,3.0,22.0
Ventura,2020-05-03,,,,25.0,21.0,46.0,1138.0,7.0,8.0,25.0
Monterey,2020-05-03,,,,3.0,0.0,3.0,566.0,2.0,0.0,62.0
Santa Cruz,2020-05-03,,,,1.0,0.0,1.0,248.0,0.0,0.0,15.0
San Benito,2020-05-03,,,,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Imperial,2020-05-03,,,,14.0,2.0,16.0,90.0,7.0,0.0,1.0
Lake,2020-05-03,,,,0.0,3.0,3.0,58.0,0.0,1.0,2.0
Del Norte,2020-05-03,,,,0.0,0.0,0.0,,0.0,0.0,7.0
Trinity,2020-05-03,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Yuba,2020-05-03,,,,0.0,1.0,1.0,445.0,0.0,1.0,7.0
Nevada,2020-05-03,,,,0.0,1.0,1.0,118.0,0.0,0.0,8.0
Inyo,2020-05-03,,,,0.0,1.0,1.0,42.0,0.0,0.0,2.0
Sutter,2020-05-03,,,,0.0,0.0,0.0,,0.0,0.0,
Amador,2020-05-04,,,,0.0,0.0,0.0,,0.0,0.0,3.0
El Dorado,2020-05-04,,,,0.0,3.0,3.0,185.0,0.0,0.0,9.0
Madera,2020-05-04,,,,1.0,0.0,1.0,568.0,0.0,0.0,22.0
Ventura,2020-05-04,,,,26.0,17.0,43.0,1383.0,9.0,5.0,55.0
Santa Barbara,2020-05-04,,,,29.0,10.0,39.0,717.0,15.0,3.0,97.0
Monterey,2020-05-04,,,,5.0,0.0,5.0,829.0,3.0,0.0,102.0
San Benito,2020-05-04,,,,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Imperial,2020-05-04,,,,47.0,9.0,56.0,252.0,16.0,0.0,1.0
Lake,2020-05-04,,,,0.0,4.0,4.0,58.0,0.0,0.0,4.0
Del Norte,2020-05-04,,,,0.0,0.0,0.0,,0.0,0.0,5.0
Tulare,2020-05-04,,,,21.0,1.0,22.0,920.0,6.0,0.0,24.0
Lassen,2020-05-04,,,,0.0,0.0,0.0,25.0,0.0,0.0,
Tehama,2020-05-04,,,,0.0,0.0,0.0,106.0,0.0,0.0,6.0
Colusa,2020-05-04,,,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Yuba,2020-05-04,,,,0.0,1.0,1.0,445.0,0.0,1.0,9.0
Inyo,2020-05-04,,,,0.0,1.0,1.0,42.0,0.0,0.0,4.0
Sutter,2020-05-04,,,,0.0,0.0,0.0,,0.0,0.0,
Kings,2020-05-04,,,,9.0,1.0,10.0,199.0,2.0,0.0,4.0
Monterey,2020-05-05,,,,4.0,1.0,5.0,829.0,3.0,0.0,107.0
Nevada,2020-05-05,,,,0.0,0.0,0.0,129.0,0.0,0.0,3.0
Trinity,2020-05-05,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Lake,2020-05-05,,,,0.0,2.0,2.0,110.0,0.0,1.0,-2.0
Yolo,2020-05-05,,,,0.0,0.0,0.0,186.0,0.0,0.0,12.0
Merced,2020-05-05,,,,5.0,5.0,10.0,242.0,4.0,0.0,4.0
Del Norte,2020-05-05,,,,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Imperial,2020-05-05,,,,57.0,1.0,58.0,255.0,16.0,0.0,1.0
Siskiyou,2020-05-05,,,,0.0,0.0,0.0,31.0,0.0,0.0,4.0
Inyo,2020-05-05,,,,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Imperial,2020-05-06,,,,62.0,1.0,63.0,252.0,19.0,0.0,7.0
Monterey,2020-05-06,,,,4.0,2.0,6.0,829.0,3.0,0.0,106.0
Nevada,2020-05-06,,,,0.0,0.0,0.0,126.0,0.0,1.0,2.0
Kern,2020-05-06,,,,34.0,7.0,41.0,1747.0,18.0,0.0,80.0
Ventura,2020-05-06,,,,28.0,23.0,51.0,1352.0,11.0,8.0,45.0
Trinity,2020-05-06,,,,0.0,0.0,0.0,54.0,0.0,0.0,
Santa Barbara,2020-05-06,,,,30.0,6.0,36.0,717.0,13.0,1.0,81.0
Nevada,2020-05-04,,,,0.0,1.0,1.0,122.0,0.0,0.0,3.0
Tulare,2020-05-05,,,,23.0,1.0,24.0,920.0,5.0,0.0,18.0
El Dorado,2020-05-06,,,,0.0,4.0,4.0,175.0,0.0,0.0,8.0
Amador,2020-05-06,,,,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Del Norte,2020-05-06,,,,0.0,0.0,0.0,51.0,0.0,0.0,6.0
Sutter,2020-05-06,,,,0.0,0.0,0.0,14.0,0.0,0.0,
Siskiyou,2020-05-06,,,,0.0,0.0,0.0,65.0,0.0,0.0,5.0
Tehama,2020-05-06,,,,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Madera,2020-05-01,,,,0.0,0.0,0.0,568.0,0.0,0.0,19.0
Kings,2020-05-05,,,,12.0,0.0,12.0,199.0,2.0,0.0,0.0
Kings,2020-05-06,,,,13.0,0.0,13.0,199.0,2.0,0.0,2.0
Lake,2020-05-01,,,,0.0,2.0,2.0,58.0,0.0,1.0,2.0
Trinity,2020-04-29,,,,0.0,0.0,0.0,54.0,0.0,0.0,
San Luis Obispo,2020-05-01,,,,3.0,4.0,7.0,526.0,1.0,2.0,21.0
Merced,2020-05-06,,,,6.0,3.0,9.0,242.0,4.0,2.0,4.0
Tehama,2020-04-27,,,,0.0,0.0,0.0,106.0,0.0,0.0,3.0
Sonoma,2020-05-07,,,,2.0,11.0,13.0,871.0,1.0,2.0,52.0
Los Angeles,2020-05-07,,,,1735.0,542.0,2277.0,22504.0,542.0,90.0,1171.0
Santa Clara,2020-05-07,,,,70.0,37.0,107.0,3275.0,32.0,3.0,180.0
